Númer;Heiti;Einingar;Kennslumisseri;Námstig;
VIÐ283F;Framkvæmd stefnu og mat á árangri;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70937320230&kennsluar=2022
VIÐ522G;Skapandi atvinnugreinar;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04444320226&kennsluar=2022
VIÐ175F;Vellíðan, starfsumhverfi og forysta;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70927820226&kennsluar=2022
VIÐ185F;Markaðsáherslur og árangur;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70929920226&kennsluar=2022
VIÐ181F;Fjármögnun fyrirtækja;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70929320226&kennsluar=2022
MAV431L;MS ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001320230&kennsluar=2022
VIÐ431L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009520226&kennsluar=2022
VIÐ431L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009520233&kennsluar=2022
VIÐ191F;Viðskiptasiðfræði;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70932720226&kennsluar=2022
VIÐ525G;Aðferðafræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70997320226&kennsluar=2022
VIÐ263G;Tölfræði A;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836820230&kennsluar=2022
ÞST401L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91067020233&kennsluar=2022
VIÐ271F;Alþjóðamarkaðssetning;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70932020230&kennsluar=2022
SSM431L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005720233&kennsluar=2022
VIÐ416G;Stjórnun fjölbreytileika;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70886620230&kennsluar=2022
VIÐ526G;Markaðssamskipti;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70888220226&kennsluar=2022
VIÐ160F;Endurskoðun og umhverfi;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70684120226&kennsluar=2022
MBA120F;Vinnulag í MBA og persónuleg færni;1;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71164920226&kennsluar=2022
VIÐ294F;Virðisgreining, fjármögnun og rekstrarhæfi;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71134020230&kennsluar=2022
VIÐ190F;Breytingastjórnun;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70932520226&kennsluar=2022
VIÐ196F;Viðskiptasiðfræði;3;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70963720226&kennsluar=2022
VIÐ1A4F;Endurskoðunarferli I;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71143620226&kennsluar=2022
VIÐ282F;Vinnusálfræði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70937120230&kennsluar=2022
MBA113F;Stafræn markaðssetning;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71014120230&kennsluar=2022
VIÐ103G;Inngangur að fjárhagsbókhaldi;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410220226&kennsluar=2022
VIÐ1A5F;Verkefnavæðing og sjálfbær stjórnun verkefna;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71167820226&kennsluar=2022
VIÐ267F;Tölvutækni í fjármálum;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70931020230&kennsluar=2022
VIÐ0AEF;Málstofa doktorsnema í Viðskiptafræðideild;2;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71008420230&kennsluar=2022
VIÐ277F;Alþjóðleg verkefni og verkefnasöfn;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70933420230&kennsluar=2022
VIÐ622G;Framtíðarvinnumarkaður;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70776120230&kennsluar=2022
VIÐ186F;Nýsköpunar- og frumkvöðlafræði;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70930020226&kennsluar=2022
VIÐ303G;Inngangur að alþjóðaviðskiptum;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04442520226&kennsluar=2022
VIÐ311G;Tölfræði B;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420520226&kennsluar=2022
VIÐ506M;Alþjóðaviðskipti í Asíu (Japan og Kína);7,5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71159720226&kennsluar=2022
VIÐ225F;Reikningsskilakenningar;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04443320230&kennsluar=2022
VIÐ105G;Rekstrarhagfræði I;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410120226&kennsluar=2022
VIÐ289F;Sjálfbærni og framtíð fyrirtækja;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71050220230&kennsluar=2022
VIÐ278F;Hagnýt tölfræði (áður Rannsóknir og tölfræði);7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70935020230&kennsluar=2022
VIÐ266F;Stjórnunar- og eftirlitskerfi;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440620230&kennsluar=2022
VIÐ279F;Rannsóknir í markaðsfræði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70935220230&kennsluar=2022
VIÐ264L;BS ritgerð;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004920226&kennsluar=2022
VIÐ172F;Aðferðafræði verkefnastjórnunar;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70923020226&kennsluar=2022
VIÐ284F;Samningafærni;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70937420230&kennsluar=2022
VIÐ179F;Eignir, atferli og áhætta;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70929020226&kennsluar=2022
VIÐ258G;Inngangur að stjórnun;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04411120230&kennsluar=2022
VIÐ291F;FVS - Fræðilegar undirstöður rannsókna og fyrirbærafræði;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71120120230&kennsluar=2022
FMF431L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017720233&kennsluar=2022
MAU431L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91000320226&kennsluar=2022
VIÐ178F;Forysta og leiðtoginn;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70928920226&kennsluar=2022
VIÐ561L;Doktorsritgerð;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017820226&kennsluar=2022
RES441L;M.Acc. ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022620226&kennsluar=2022
MBA119F;Samningatækni;3;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71163720226&kennsluar=2022
VIÐ288F;Fjölbreytileiki og inngilding (inclusion) í skipulagsheildum;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71049320230&kennsluar=2022
VIÐ403M;Fyrirtækjaskattaréttur;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71159320230&kennsluar=2022
VIÐ402G;Fjármál II;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430220230&kennsluar=2022
NSV101L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91061020233&kennsluar=2022
VIÐ184F;Eigindleg aðferðafræði;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70929820226&kennsluar=2022
MBA204F;Fjármál fyrirtækja;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450720230&kennsluar=2022
VIÐ276F;Stjórnun nýsköpunar;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70932620230&kennsluar=2022
VIÐ177F;Samstæðureikningsskil;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04441220226&kennsluar=2022
MBA228F;Árangur í rekstri;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450420230&kennsluar=2022
VIÐ625G;Stafræn markaðssetning;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70998220230&kennsluar=2022
MAV431L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001320233&kennsluar=2022
NSV101L;MS ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91061020230&kennsluar=2022
MBA107F;Lestur og túlkun ársreikninga;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450620226&kennsluar=2022
VIÐ102G;Stærðfræði A;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410320226&kennsluar=2022
VIÐ269F;Vörumerkjastjórnun;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70931520230&kennsluar=2022
VIÐ293F;Sjálfvirkni, fjártækni og stjórnunarreikningsskil.;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71133920230&kennsluar=2022
VIÐ304F;Gangvirðisreikningsskil;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71134520226&kennsluar=2022
VIÐ285F;Vinnuréttur;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70943120230&kennsluar=2022
SSM431L;MS ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005720230&kennsluar=2022
VIÐ502G;UII - viðskiptagreining og gagnavinnsla;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430720226&kennsluar=2022
VIÐ280F;Fólk, form og ferlar;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70935320230&kennsluar=2022
RES441L;M.Acc. ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022620233&kennsluar=2022
VIÐ501G;Einstaklingsskattaréttur;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420820226&kennsluar=2022
VIÐ1A3F;Endurskoðun og úttekt á upplýsingakerfum;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71133820226&kennsluar=2022
VIÐ240F;Endurskoðun, straumar og stefnur;3;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446720230&kennsluar=2022
MBA101L;MBA lokaverkefni;9;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91062620230&kennsluar=2022
VST101L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91065620226&kennsluar=2022
VIÐ193F;Alþjóðleg mannauðsstjórnun;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70933520226&kennsluar=2022
RES442L;MS ritgerð;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91076820233&kennsluar=2022
MBA224F;Sjálfbærni í rekstri;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71012920230&kennsluar=2022
VIÐ604M;Ársreikningagerð B;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04432220230&kennsluar=2022
VIÐ503G;Fjármálagerningar;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04432420226&kennsluar=2022
VIÐ302G;Lögfræði A - almenn viðskiptalögfræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410520226&kennsluar=2022
FMF431L;MS ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017720230&kennsluar=2022
VIÐ189F;Stefnumiðuð markaðsfærsla;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70931920226&kennsluar=2022
VIÐ290F;Árangur verkefna og eftirlit;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71099720230&kennsluar=2022
VIÐ187F;Virðismat fyrirtækja;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70931120226&kennsluar=2022
NSV101L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91061020226&kennsluar=2022
RES441L;M.Acc. ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022620230&kennsluar=2022
VIÐ183F;Þekkingarstjórnun;7,5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70929620226&kennsluar=2022
VIÐ264G;Fyrirtækjaskattaréttur;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04441320230&kennsluar=2022
VIÐ401G;Reikningsskil;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410920230&kennsluar=2022
VIÐ264L;BS ritgerð;6;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91004920233&kennsluar=2022
VIÐ296F;Alþjóðlegur skattaréttur og milliverðlagning;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71146020230&kennsluar=2022
VIÐ0AFF;Starfsþjálfun;7,5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71072920230&kennsluar=2022
VIÐ561L;Doktorsritgerð;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017820233&kennsluar=2022
VIÐ431L;MS ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009520230&kennsluar=2022
RES442L;MS ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91076820226&kennsluar=2022
