Númer;Heiti;Einingar;Kennslumisseri;Námstig;
RIT805F;Smiðja: Á þrykk;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70528620230&kennsluar=2022
AMV441L;Meistararitgerð í almennum málvísindum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018620230&kennsluar=2022
KVI002F;Rannsóknarverkefni B;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71100620230&kennsluar=2022
MFR501F;Rannsóknasemínar A: Pósthúmanismi og nýja efnishyggjan;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71130220226&kennsluar=2022
ABF602G;Sæberpönk, Sæberspeis. Sæberkúltur;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71135420230&kennsluar=2022
RIT407G;Smiðja: Sjónvarpsseríur;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71157820230&kennsluar=2022
ÍSE051G;Íslenskugrunnur II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71122920230&kennsluar=2022
KVI315G;Íslenskar kvikmyndaaðlaganir;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71142820226&kennsluar=2022
RIT826F;Smiðja: SviðsSetningar;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70925920230&kennsluar=2022
AMV261L;BA-ritgerð í almennum málvísindum;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91021620226&kennsluar=2022
RIT008G;Einstaklingsverkefni;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70467220226&kennsluar=2022
ÞÝÐ102F;Skjalaþýðingar og dómtúlkun;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05026020226&kennsluar=2022
ABF305G;Stefnur í bókmenntafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05000220226&kennsluar=2022
TÁK403G;Færninámskeið IV;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05101120230&kennsluar=2022
ÍSE201G;Málfræði II;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500920230&kennsluar=2022
RIT501F;Smiðja: Flétta og persónusköpun;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71162520226&kennsluar=2022
ÍSB571L;Doktorsritgerð í íslenskum bókmenntum;240;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008720226&kennsluar=2022
ÍSE032G;Hljóð og hlustun I;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70956120226&kennsluar=2022
AMV603M;Táknmál og raddmál;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71122720230&kennsluar=2022
RIT006F;Rannsóknarverkefni;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70669020226&kennsluar=2022
ABF571L;Doktorsritgerð í almennri bókmenntafræði;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018320233&kennsluar=2022
ABF050L;Almennur hluti doktorsnáms;60;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91060820233&kennsluar=2022
ÍSE052G;Íslenska fyrir háskólanám (B2);10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71148820230&kennsluar=2022
KVI314G;Leikjafræði: Tölvuleikir og leikjamenning;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71142720226&kennsluar=2022
ÞÝÐ601F;Einstaklingsverkefni í þýðingafræði;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05021620226&kennsluar=2022
RIT441L;Meistaraverkefni í ritlist;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91040420230&kennsluar=2022
ÞÝÐ029F;Orðræðugreining, þýðingar og túlkun;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05020320230&kennsluar=2022
ÍSE603G;Setningafræði II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502620230&kennsluar=2022
MFR101L;Almennur hluti doktorsnáms;10;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91070520233&kennsluar=2022
ABF241L;BA-ritgerð í almennri bókmenntafræði;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91016420233&kennsluar=2022
AMV241L;BA-ritgerð í almennum málvísindum;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020520230&kennsluar=2022
MFR101L;Almennur hluti doktorsnáms;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91070520230&kennsluar=2022
ÍSE509G;Kennsla íslensku sem annars máls;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70993320226&kennsluar=2022
ÍSE051G;Íslenskugrunnur II;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71122920226&kennsluar=2022
AMV241L;BA-ritgerð í almennum málvísindum;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020520226&kennsluar=2022
TÁK241L;Lokaverkefni;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91031320230&kennsluar=2022
ÞÝÐ444L;Meistararitgerð í þýðingafræðum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005820230&kennsluar=2022
ÞÝÐ571L;Doktorsritgerð í þýðingafræðum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91048720230&kennsluar=2022
RIT441L;Meistaraverkefni í ritlist;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91040420233&kennsluar=2022
ÍSK441L;Meistararitgerð í íslenskukennslu;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91038620226&kennsluar=2022
ÍSE241L;BA-ritgerð í íslensku sem öðru máli;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009720230&kennsluar=2022
MIS501F;Norræn bragfræði;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71169820226&kennsluar=2022
ÍSM701F;Þriðja málfræðiritgerðin;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70361520226&kennsluar=2022
MLT401L;Lokaverkefni;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91024620226&kennsluar=2022
MFR441L;Lokaverkefni;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91053420226&kennsluar=2022
KVI101G;Kvikmyndarýni;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05060120226&kennsluar=2022
ÞÝÐ904F;Rannsóknarverkefni vegna MA-ritgerðar;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70427920226&kennsluar=2022
ÞÝÐ571L;Doktorsritgerð í þýðingafræðum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91048720226&kennsluar=2022
RIT602F;Smiðja: Sjálfsævisagan og skjalasafnið;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71172520230&kennsluar=2022
KVI421G;Heimildarmyndin;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71143020230&kennsluar=2022
ÍSL206G;Miðaldabókmenntir;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05404620230&kennsluar=2022
ÍSL109G;Aðferðir og vinnubrögð;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05400020226&kennsluar=2022
ABF261L;BA-ritgerð í almennri bókmenntafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001920226&kennsluar=2022
LIS241L;BA-ritgerð í listfræði;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91015220233&kennsluar=2022
ÍSL301G;Straumar og stefnur í bókmenntafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05402220226&kennsluar=2022
ÍSL510G;Njáls saga;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71150720226&kennsluar=2022
ÍSE405G;Málnotkun II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501720230&kennsluar=2022
ÞÝÐ028F;Þýðingar og þýðingatækni;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05020420226&kennsluar=2022
ÍSB720F;Hjarðljóð og huggunarkvæði;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71124020226&kennsluar=2022
ABF730F;Málstofuverkefni: Ísland-Írland: Minni og bókmenntir;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71134820226&kennsluar=2022
ÍSE502G;Þýðingar;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502520226&kennsluar=2022
ABF837F;Skýjaborgir: Stafrænn nútími í bókmenntum og kvikmyndum;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71141720230&kennsluar=2022
ÍSL467G;Hinsegin bókmenntir fyrr og nú;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70974220230&kennsluar=2022
ÍSL241L;BA-ritgerð í íslensku;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91002920230&kennsluar=2022
RIT820F;Smiðja: Stefnumót menningar og stafrænna miðla;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71019620230&kennsluar=2022
ÍSR401G;Ritfærni 2: Miðlun fræðanna;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70728220230&kennsluar=2022
MIS502M;Þór andspænis Jesú Kristi: Kristnitaka, trúarbragðaskipti og átök á Norðurlöndum á miðöldum;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71130120226&kennsluar=2022
ÍSL335G;Forníslenska og frændtungurnar;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05400920226&kennsluar=2022
ABF429G;Nútímaleikritun;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70981720230&kennsluar=2022
MLT801F;Sjálfvirk málfarsráðgjöf;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70997520230&kennsluar=2022
TÁK204G;Menningarheimar;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05103020230&kennsluar=2022
TÁK207G;Málfræði táknmáls I;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70976920230&kennsluar=2022
ÍSL465G;Örlög orðanna;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71031320230&kennsluar=2022
ÍSB571L;Doktorsritgerð í íslenskum bókmenntum;240;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91008720233&kennsluar=2022
LIS105G;Sjónmenning samtímans;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05076420230&kennsluar=2022
ABF104G;Aðferðir og hugtök;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05000120226&kennsluar=2022
MIS431L;Meistararitgerð í íslenskri miðaldafræði;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012420230&kennsluar=2022
ÍSL320G;Breytingar og tilbrigði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70618720226&kennsluar=2022
KVI002F;Rannsóknarverkefni B;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71100620226&kennsluar=2022
RIT404G;Smiðja: Á vegum ljóðsins;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70543020230&kennsluar=2022
TÁK305G;Döff gróði, menning og vald;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05101020226&kennsluar=2022
ÍSL111G;Bókmenntafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05402120226&kennsluar=2022
ÍSM009F;Rannsóknarverkefni;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412820226&kennsluar=2022
AMV241L;BA-ritgerð í almennum málvísindum;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020520233&kennsluar=2022
MFR701F;Menningarfræði og þjóðfélagsrýni;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70261120226&kennsluar=2022
MFR502M;Rannsóknaseminar B: Dægurmenning og greining;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71162320226&kennsluar=2022
ÍSE105G;Talþjálfun I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70425220226&kennsluar=2022
AMF005F;Kennsla íslensku sem annars máls;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70836620230&kennsluar=2022
MLT401L;Lokaverkefni;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91024620233&kennsluar=2022
AMF006F;Rannsóknarverkefni A;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70842220230&kennsluar=2022
MFR441L;Lokaverkefni;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91053420230&kennsluar=2022
ÍSE501G;Íslenskar bókmenntir fyrri alda;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502920226&kennsluar=2022
MIS704M;Víkingaöldin;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70767920226&kennsluar=2022
ABF050L;Almennur hluti doktorsnáms;60;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91060820230&kennsluar=2022
ÍSL611M;Eddukvæði;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71123820230&kennsluar=2022
AMV504M;Samtalsgreining og samskiptamálfræði;10;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71126520226&kennsluar=2022
KVI801F;Kynuslakvikmyndir og hinsegin fræði;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71143220230&kennsluar=2022
LIS201G;Íslensk myndlist í samtíð;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05076020230&kennsluar=2022
LIS322G;Manneskja, tækni og pósthúmanismi í myndlist;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71151520226&kennsluar=2022
ÍSF441L;Meistararitgerð í íslenskum fræðum;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007620233&kennsluar=2022
TÁK102G;Færninámskeið I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05100120226&kennsluar=2022
MFR502L;Doktorsritgerð í menningarfræði;0;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91066820226&kennsluar=2022
RÚT602F;Vefritstjórn;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71041320230&kennsluar=2022
ÍSF441L;Meistararitgerð í íslenskum fræðum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007620226&kennsluar=2022
ÍSL101F;Ritstjórn og fræðileg skrif;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412420226&kennsluar=2022
ÍSE301G;Beygingarfræði I;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501120226&kennsluar=2022
ÍSF441L;Meistararitgerð í íslenskum fræðum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91007620230&kennsluar=2022
MLT302F;Trjábankar;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70829720226&kennsluar=2022
ABF571L;Doktorsritgerð í almennri bókmenntafræði;240;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018320226&kennsluar=2022
ABF435G;Serbneskar bókmenntir;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71135020230&kennsluar=2022
ABF241L;BA-ritgerð í almennri bókmenntafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91016420226&kennsluar=2022
ÍSE241L;BA-ritgerð í íslensku sem öðru máli;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91009720226&kennsluar=2022
TÁK503G;Talað mál og framsögn;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70765920226&kennsluar=2022
ÍSL205G;Íslensk bókmenntasaga til 1900;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05402020230&kennsluar=2022
ABF261L;BA-ritgerð í almennri bókmenntafræði;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001920233&kennsluar=2022
ÍSE002G;Orðaforði og málfræði I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506020226&kennsluar=2022
MLT301F;Íslenskt málkerfi og máltækni;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70950120226&kennsluar=2022
ÞÝÐ601F;Einstaklingsverkefni í þýðingafræði;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05021620230&kennsluar=2022
RIT502F;Smiðja: Skáldsagnalandið Ísland ? vinnustofa Péturs Gunnarssonar;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71169920226&kennsluar=2022
TÁK602G;Táknmálstúlkun II;20;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05102220230&kennsluar=2022
KVI501F;Flétta og persónusköpun;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71162620226&kennsluar=2022
AMV002F;Einstaklingsverkefni A;10;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05082520233&kennsluar=2022
LIS601F;Einstaklingsverkefni;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70869820230&kennsluar=2022
AMV601M;Sálfræði tungumáls, heilinn og erfðir;10;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70979220230&kennsluar=2022
ABF024F;Rannsóknarverkefni B;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05012220226&kennsluar=2022
KVI701F;Safnasótt: Kvikmyndasaga og safnamenning;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71143120226&kennsluar=2022
ABF571L;Doktorsritgerð í almennri bókmenntafræði;240;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91018320230&kennsluar=2022
ÞÝÐ027F;Þýðingafræði;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05020120226&kennsluar=2022
ABF316G;Spænskar bókmenntir;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70615820226&kennsluar=2022
ÍSF801F;Íslenska í skólakerfinu;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71130620230&kennsluar=2022
ÍSM441L;Meistararitgerð í íslenskri málfræði;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91012020233&kennsluar=2022
ABF731F;Multiculturism: The ?West? and the Rest;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71142320226&kennsluar=2022
KVI420G;Samtímakvenleikstjórar;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71142920230&kennsluar=2022
AMV205G;Þróun málvísinda;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05050620230&kennsluar=2022
RIT825F;Smiðja: Ljóðvegir;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71019420230&kennsluar=2022
AMV003F;Einstaklingsverkefni B;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05082620226&kennsluar=2022
ÞÝÐ444L;Meistararitgerð í þýðingafræðum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91005820226&kennsluar=2022
TÁK307G;Þýðingar I;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70386320226&kennsluar=2022
ÍSE302G;Málnotkun I;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501220226&kennsluar=2022
ÍSL306G;Hljóðfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05050120226&kennsluar=2022
ÍSL209G;Málkerfið ? hljóð og orð;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70616520230&kennsluar=2022
RIT719F;Smiðja: Ritun kvikmyndahandrita;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71132720226&kennsluar=2022
ÞÝÐ602F;Einstaklingsverkefni í þýðingafræði;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05020620226&kennsluar=2022
ÞÝÐ001F;Íðorðafræði;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05026120230&kennsluar=2022
TÁK241L;Lokaverkefni;10;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91031320233&kennsluar=2022
LIS243G;Alþjóðleg nútímalistasaga frá 1850-1960;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05076120230&kennsluar=2022
MLT805F;Nafnaeinræðing;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71134920230&kennsluar=2022
LIS102G;Íslensk myndlist 1870-1970;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05070220226&kennsluar=2022
