Númer;Heiti;Einingar;Kennslumisseri;Námstig;
KYN302G;Aukaverkefni: Suðurpottur fræðanna: Efst á baugi í kynjafræðum;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10152420226&kennsluar=2022
KYN202F;Hagnýting jafnréttisfræða: Frá bróðurparti til systkinalags;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10540820230&kennsluar=2022
KYN415G;Hinseginlíf og hinseginbarátta;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10150720230&kennsluar=2022
BLF112F;Kenningar í fjölmiðla- og boðskiptafræðum;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70786720226&kennsluar=2022
STJ459G;Stjórnmálasálfræði;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70058920230&kennsluar=2022
ASK031M;;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70989420226&kennsluar=2022
STJ343G;Sveitarfélög: Stjórnmál nálægðarinnar;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70544420226&kennsluar=2022
OSS203F;Stjórntæki hins opinbera;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591320230&kennsluar=2022
STJ241L;BA-ritgerð í stjórnmálafræði;12;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013320226&kennsluar=2022
STJ004F;Lesnámskeið í stjórnmálafræði-Doktorsnám;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10596820226&kennsluar=2022
OSS123F;Verkefnamat;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71144420226&kennsluar=2022
STJ026F;Leadership in Small States;4;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70985620233&kennsluar=2022
STJ460G;Nýjar stefnur í stjórnmálakenningum;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71098320230&kennsluar=2022
ASK106F;Verkefni í alþjóðasamskiptum;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10599320226&kennsluar=2022
OSS207F;Verkefni í opinberri stjórnsýslu;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591820230&kennsluar=2022
KYN006F;Starfsnám í jafnréttisfræði;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70805720230&kennsluar=2022
ASK113F;Arctic Politics in International Context;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70692720226&kennsluar=2022
KYN106G;Kynjamyndir og kynusli: Inngangur að kynjafræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10150120226&kennsluar=2022
FVS003F;Academic foundations for graduate students;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71165120226&kennsluar=2022
STJ301M;Kenningar í smáríkjafræðum: Tækifæri og áskoranir smáríkja í alþjóðasamfélaginu;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10091920226&kennsluar=2022
STJ201G;Samanburðarstjórnmál;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10090220230&kennsluar=2022
OSS111F;Opinber stjórnsýsla;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10590620226&kennsluar=2022
OSS202F;Skipulag og stjórnun stofnana;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10590720230&kennsluar=2022
STJ109G;Hagræn stjórnmálafræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70728020226&kennsluar=2022
KYN203F;Hagnýting jafnréttisfræða: Kyn og margbreytileiki í fjölmiðlum;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10540920230&kennsluar=2022
STJ261L;BA-ritgerð í stjórnmálafræði;12;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006620226&kennsluar=2022
STJ303G;Verkefni í stjórnmálafræði;2;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10093720233&kennsluar=2022
BLF213F;Starfsþjálfun;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70786620230&kennsluar=2022
ASK201F;Hlutverk og stefnumótun alþjóðastofnana;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10598320230&kennsluar=2022
KYN561L;Doktorsritgerð í kynjafræði;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022320233&kennsluar=2022
OSS017F;Verkefni í opinberri stjórnsýslu;6;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591820233&kennsluar=2022
BLF441L;MA-verkefni í blaða- og fréttamennsku;30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91003920233&kennsluar=2022
STJ501L;Doktorsritgerð í stjórnmálafræði;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91024820233&kennsluar=2022
STJ409G;Námsferð til Brussel;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10094820230&kennsluar=2022
ASK054F;Starfsnám hjá Félagi Sameinuðu þjóðanna á Íslandi;12;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70962720226&kennsluar=2022
KYN561L;Doktorsritgerð í kynjafræði;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022320226&kennsluar=2022
KYN211F;Kenningar í kynjafræði;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10150220230&kennsluar=2022
KYN202G;Kynjafræðikenningar;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70705220230&kennsluar=2022
KYN304G;Suðupottur fræðanna: Efst á baugi í kynjafræðum;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10151020226&kennsluar=2022
BLF441L;MA-verkefni í blaða- og fréttamennsku;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91003920226&kennsluar=2022
ASK106F;Verkefni í alþjóðasamskiptum;2;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10599320233&kennsluar=2022
OSS441L;MPA-ritgerð;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006820226&kennsluar=2022
BLF406F;Verkefni í blaða- og fréttamennsku;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70196520230&kennsluar=2022
BLF211F;Fjölmiðlaumhverfið á Íslandi í alþjóðlegu samhengi;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70785620230&kennsluar=2022
OSS119F;Starfsumhverfi og stjórnun sveitarfélaga;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10592420226&kennsluar=2022
KYN101F;Almenn kynjafræði;10;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10542020226&kennsluar=2022
STJ441L;MA-ritgerð í stjórnmálafræði;40;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020220230&kennsluar=2022
ASK055F;Starfsnám hjá Félagi Sameinuðu þjóðanna á Íslandi;12;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70962820230&kennsluar=2022
STJ455G;Spurningakannanir, gagnagreining og ályktanir;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70984120230&kennsluar=2022
KYN212F;Hinseginlíf og hinseginbarátta;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70926220230&kennsluar=2022
STJ604G;Stýrðu starfsframa þínum: menntun, atvinnulíf og starfsþróun fyrir stjórnmálafræðinga;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71099320230&kennsluar=2022
OSS401F;Starfstími;18;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591420230&kennsluar=2022
STJ312M;Verkefni: Smáríki í Evrópu: Áskoranir og tækifæri;4;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70831820226&kennsluar=2022
BLF009F;Verkefni í blaða- og fréttamennsku;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70985120226&kennsluar=2022
STJ203F;Eigindleg aðferðafræði;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70647420230&kennsluar=2022
OSS302F;Starfstími;18;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591420226&kennsluar=2022
STJ462G;Hagsmunasamtök og ríkisvald;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71000120230&kennsluar=2022
ASK441L;MA-ritgerð í alþjóðasamskiptum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001120230&kennsluar=2022
ASK032M;Vopnuð átök samtímans;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71097220230&kennsluar=2022
BLF110F;Fréttamennska 1: Fréttamat, fréttaöflun og fréttaskrif;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70786320226&kennsluar=2022
BLF315F;Rannsóknaráætlanir og skrif meistararitgerða;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70792820226&kennsluar=2022
OSS102F;Mannauðsstjórnun ríkis og sveitarfélaga;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10590420226&kennsluar=2022
ASK306F;Utanríkisstefna;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70834920226&kennsluar=2022
OSS014F;Verkefni í opinberri stjórnsýslu;4;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591720233&kennsluar=2022
OSS011F;Verkefni í opinberri stjórnsýslu;2;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591620233&kennsluar=2022
STJ418G;Námsferð til Bandaríkjanna;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10094720230&kennsluar=2022
STJ303M;The Power Potential of Small States in the European Union;8;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70055820226&kennsluar=2022
STJ261L;BA-ritgerð í stjórnmálafræði;12;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006620233&kennsluar=2022
ASK501M;Friðaruppbygging á 20. og 21. öld;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71143720226&kennsluar=2022
BLF307F;Vinnubrögð II: Öflun, meðferð og framsetning upplýsinga;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70188020226&kennsluar=2022
STJ501G;Opinber stefnumótun;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10092320226&kennsluar=2022
STJ451G;Hryðjuverk;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70887720230&kennsluar=2022
ASK110F;Issues and Debates in European Integration;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70396020226&kennsluar=2022
KYN441L;MA-ritgerð í kynjafræði;40;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013520233&kennsluar=2022
BLF313F;Verkefni í blaða- og fréttamennsku;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70196620226&kennsluar=2022
OSS224F;Sveitarfélög og veiting þjónustu í almannaþágu;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71031820230&kennsluar=2022
STJ318G;Bandarísk stjórnmál;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10092820226&kennsluar=2022
STJ355G;Falsfréttir, upplýsingaóreiða og stjórnmál;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70983620226&kennsluar=2022
OSS501L;Doktorsritgerð í opinberri stjórnsýslu;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91076720226&kennsluar=2022
ASK061F;Stjórnmálahagfræði Norðurslóða;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71159220226&kennsluar=2022
STJ004F;Lesnámskeið í stjórnmálafræði-Doktorsnám;10;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10596820230&kennsluar=2022
STJ106G;Þættir úr íslenskri stjórnmálasögu;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70642020226&kennsluar=2022
STJ447G;Fólk á flótta: Orsakir, viðbrögð og afleiðingar;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70841720230&kennsluar=2022
KYN441L;MA-ritgerð í kynjafræði;40;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013520226&kennsluar=2022
OSS210F;Fjármál og fjármálastjórnun hins opinbera;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10592820230&kennsluar=2022
STJ603G;Stjórnmálafræðingar á vinnumarkaði;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71098420230&kennsluar=2022
STJ303G;Verkefni í stjórnmálafræði;2;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10093720226&kennsluar=2022
STJ102G;Alþjóðastjórnmál: Inngangur;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10090120226&kennsluar=2022
OSS220F;Stefnubreytingar, nýsköpun og tengslanet í opinberri stjórnsýslu: Helstu kenningar;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70544320230&kennsluar=2022
STJ105G;Vinnulag í stjórnmálafræði;2;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70059820226&kennsluar=2022
BLF441L;MA-verkefni í blaða- og fréttamennsku;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91003920230&kennsluar=2022
STJ241L;BA-ritgerð í stjórnmálafræði;12;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013320230&kennsluar=2022
STJ209F;Aukaverkefni: Eigindleg aðferðafræði;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70651420230&kennsluar=2022
STJ346G;Ályktunartölfræði;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70983720226&kennsluar=2022
STJ241L;BA-ritgerð í stjórnmálafræði;12;Sumar;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013320233&kennsluar=2022
STJ441L;MA-ritgerð í stjórnmálafræði;40;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020220233&kennsluar=2022
STJ351G;Félagsleg stjórnmálafræði;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71011120226&kennsluar=2022
BLF204M;Fjölmiðlar og menning á tímum hnattvæðingar;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70887620230&kennsluar=2022
OSS101F;Rekstrarhagfræði, markaðsbrestir og ríkisafskipti;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10590120226&kennsluar=2022
STJ461G;Ótti, samsæriskenningar og vantraust í stjórnmálum;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71099520230&kennsluar=2022
BLF407F;Verkefni í blaða- og fréttamennsku;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70196720230&kennsluar=2022
STJ352G;Viðbótarverkefni í ályktunartölfræði;2;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073920226&kennsluar=2022
OSS205F;Verkefni í opinberri stjórnsýslu;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591620230&kennsluar=2022
OSS501L;Doktorsritgerð í opinberri stjórnsýslu;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91076720233&kennsluar=2022
KYN561L;Doktorsritgerð í kynjafræði;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91022320230&kennsluar=2022
STJ452G;Rússnesk stjórnmál og samfélag;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70887820230&kennsluar=2022
OSS107F;Verkefni í opinberri stjórnsýslu;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591820226&kennsluar=2022
FOB401L;MA-ritgerð í fjölmiðla- og boðskiptafræðum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91063720226&kennsluar=2022
OSS501L;Doktorsritgerð í opinberri stjórnsýslu;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91076720230&kennsluar=2022
KYN006F;Starfsnám í jafnréttisfræði;10;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70805720233&kennsluar=2022
STJ350G;Hagsmunasamtök og ríkisvald;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71000120226&kennsluar=2022
BLF010F;Verkefni í blaða- og fréttamennsku;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70985220230&kennsluar=2022
BLF314F;Stafrænir miðlar;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70785420226&kennsluar=2022
KYN314G;Ekki er allt gull sem glóir: kyn, jafnrétti og sjálfbærni á Íslandi;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71031720226&kennsluar=2022
OSS206F;Verkefni í opinberri stjórnsýslu;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591720230&kennsluar=2022
BLF212F;Fréttamennska II: Fréttaskýringar, viðtöl pistlaskrif og framsetning texta;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70786520230&kennsluar=2022
BLF109F;Aukaverkefni: Fréttamennska 1;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70785520226&kennsluar=2022
STJ344G;Utanríkisstefna: Mótun, framkvæmd, mat;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70787620226&kennsluar=2022
OSS405F;Starfstími;18;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591420233&kennsluar=2022
KYN441L;MA-ritgerð í kynjafræði;40;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013520230&kennsluar=2022
STJ047F;Akademía norðurslóða um leiðtogahæfni í félags- og umhverfismálum (ARCADE);10;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71171420230&kennsluar=2022
ASK304F;Efst á baugi í alþjóðastjórnmálum;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70787520226&kennsluar=2022
OSS122F;Eftirlitsumhverfið í opinberri starfsemi;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71038020226&kennsluar=2022
KYN008F;Lesnámskeið á sérsviði;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073520230&kennsluar=2022
STJ503M;Loftslagsbreytingar, alþjóðasamningar og græn stjórnmál;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71038120226&kennsluar=2022
STJ206G;Political Theory;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70888020230&kennsluar=2022
STJ353G;Rannsóknaraðferðir í stjórnmálafræði;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70984020226&kennsluar=2022
OSS106F;Verkefni í opinberri stjórnsýslu;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10591720226&kennsluar=2022
OSS204F;Stjórnsýsluréttur fyrir stjórnendur og starfsmenn opinberra stofnana;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10590220230&kennsluar=2022
ASK441L;MA-ritgerð í alþjóðasamskiptum;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91001120226&kennsluar=2022
OSS441L;MPA-ritgerð;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91006820230&kennsluar=2022
STJ101G;Inngangur að stjórnmálafræði: Íslenska stjórnkerfið;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10090020226&kennsluar=2022
STJ501L;Doktorsritgerð í stjórnmálafræði;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91024820226&kennsluar=2022
STJ441L;MA-ritgerð í stjórnmálafræði;40;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91020220226&kennsluar=2022
STJ358G;Stjórnmálaflokkar og kjósendur í nútímalýðræðisríkjum;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71000620226&kennsluar=2022
BLF312F;Verkefni í blaða- og fréttamennsku;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70196420226&kennsluar=2022
BLF318F;Stjórnmál og fjölmiðlar;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70875620226&kennsluar=2022
STJ439G;Introduction to Security Studies;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70643720230&kennsluar=2022
