Númer;Heiti;Einingar;Kennslumisseri;Námstig;
SÁL0AYF;Rannsóknareiningar;4;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70779720233&kennsluar=2022
SÁL414G;Þroskasálfræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10020220230&kennsluar=2022
SÁL0C3F;Lesnámskeið í sálfræði;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71120920226&kennsluar=2022
SÁL202G;Lífeðlisleg sálfræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10020720230&kennsluar=2022
SÁL143F;Gagnreyndar aðferðir í kennslu og námi A;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71043920226&kennsluar=2022
SÁL203G;Tölfræði II;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10026120230&kennsluar=2022
SÁL0A0F;Lesnámskeið í sálfræði;4;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70553920233&kennsluar=2022
SÁL605G;Klínísk barnasálfræði;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10021720230&kennsluar=2022
SÁL561L;Doktorsritgerð í sálfræði;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91019620233&kennsluar=2022
SÁL561L;Doktorsritgerð í sálfræði;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91019620230&kennsluar=2022
SÁL441L;MS-ritgerð í sálfræði;60;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91019720226&kennsluar=2022
SÁL0BPF;Verkefni í aðferðum í hagnýtri atferlisgreiningu;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70975420226&kennsluar=2022
SÁL443L;"MS- ritgerð í hagnýtri sálfræði; megindleg sálfræði";30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91027520233&kennsluar=2022
SÁL0BYF;Starfsþjálfun;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71013220226&kennsluar=2022
SÁL0AXF;Rannsóknareiningar;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70779620230&kennsluar=2022
SÁL313G;Skyn- og hugfræði A;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10023820226&kennsluar=2022
SÁL445L;"MS- ritgerð í hagnýtri sálfræði; skólar og þroski";30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91072320233&kennsluar=2022
SÁL615L;BS-ritgerð í sálfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91064820226&kennsluar=2022
SÁL0AYF;Rannsóknareiningar;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70779720226&kennsluar=2022
SÁL418G;Mælinga- og próffræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10022820230&kennsluar=2022
SÁL444L;"MS-ritgerð í hagnýtri sálfræði; samfélag og umhverfi";30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91067420233&kennsluar=2022
SÁL0BGF;Starfsþjálfun;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70898320230&kennsluar=2022
SÁL102G;Tölfræði I;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10026020226&kennsluar=2022
SÁL103G;Almenn sálfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10020020226&kennsluar=2022
SÁL442L;"MS-ritgerð í hagnýtri sálfræði; klínísk sálfræði";30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91014320230&kennsluar=2022
SÁL201G;Hegðunar- og námsfræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10020120230&kennsluar=2022
SÁL137F;Þróun máls og læsis;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70890920226&kennsluar=2022
SÁL0BIF;Starfsþjálfun;6;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70898520233&kennsluar=2022
SÁL208G;Vinnulag í sálfræðinámi;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10020520230&kennsluar=2022
SÁL0BYF;Starfsþjálfun;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71013220230&kennsluar=2022
SÁL627G;Íþróttasálfræði;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70742020230&kennsluar=2022
SÁL0A0F;Lesnámskeið í sálfræði;4;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70553920226&kennsluar=2022
SÁL318F;Starfsþjálfun;16;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10524020226&kennsluar=2022
SÁL331F;Siðareglur í rannsóknarstarfi í hagnýtri atferlisgreiningu;3;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71049920226&kennsluar=2022
SÁL445L;"MS- ritgerð í hagnýtri sálfræði; skólar og þroski";30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91072320226&kennsluar=2022
SÁL142F;Málstofa í megindlegri sálfræði I;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70942420226&kennsluar=2022
SÁL421G;Sálfræði öldrunar;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71002420230&kennsluar=2022
SÁL102F;Greining og mat;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10520120226&kennsluar=2022
SÁL504G;Klínísk sálfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10021320226&kennsluar=2022
SÁL329F;Gagnreyndar aðferðir í kennslu og námi B;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71044020226&kennsluar=2022
SÁL0BPF;Verkefni í aðferðum í hagnýtri atferlisgreiningu;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70975420230&kennsluar=2022
SÁL304G;Foreldraþjálfun;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10023220226&kennsluar=2022
SÁL141F;Aðferðir í hagnýtri atferlisgreiningu;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70909120226&kennsluar=2022
SÁL561L;Doktorsritgerð í sálfræði;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91019620226&kennsluar=2022
SÁL444L;"MS-ritgerð í hagnýtri sálfræði; samfélag og umhverfi";30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91067420230&kennsluar=2022
SÁL323G;Auglýsingasálfræði;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71150020226&kennsluar=2022
SÁL526M;EEG heilarafritun: Aðferðafræði og uppsetning heilarafritunartilrauna;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71150320226&kennsluar=2022
SÁL107F;Sálfræðileg próf: Börn og unglingar;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10520020226&kennsluar=2022
SÁL105F;Sálfræðileg próf: Fullorðnir;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10521720226&kennsluar=2022
SÁL501M;Aðferðir í hagnýtri atferlisgreiningu;5;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10024320226&kennsluar=2022
SÁL232M;Hugtakagreining í sálfræði;6;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10520320230&kennsluar=2022
SÁL0BHF;Starfsþjálfun;8;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70898420230&kennsluar=2022
SÁL320G;Persónuleikasálfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10021020226&kennsluar=2022
SÁL235F;Meðferð taugaþroskaraskana í grunnskólum;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70346320230&kennsluar=2022
SÁL104G;Skýringar á hegðun;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10020320226&kennsluar=2022
SÁL115G;Aðferðafræði;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10026320226&kennsluar=2022
SÁL524M;Nýleg straumhvörf í sálfræði;6;Haust;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71049620226&kennsluar=2022
SÁL240F;Hagnýt félagssálfræði;8;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70895520230&kennsluar=2022
SÁL615L;BS-ritgerð í sálfræði;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91064820230&kennsluar=2022
SÁL0AYF;Rannsóknareiningar;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70779720230&kennsluar=2022
SÁL420F;Starfsþjálfun í sálfræðiráðgjöf;5;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70652220230&kennsluar=2022
SÁL629G;Saga sálfræðinnar;10;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70845420230&kennsluar=2022
SÁL238F;Forvarnir og íhlutun í skólastarfi;8;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70891220230&kennsluar=2022
SÁL503G;Félagsleg sálfræði;10;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=10021220226&kennsluar=2022
SÁL330F;Aðferðir í hagnýtri atferlisgreiningu A;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71044120226&kennsluar=2022
SÁL616L;BS-ritgerð í sálfræði;15;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91064920230&kennsluar=2022
SÁL442L;"MS-ritgerð í hagnýtri sálfræði; klínísk sálfræði";30;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91014320233&kennsluar=2022
SÁL0AXF;Rannsóknareiningar;2;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70779620233&kennsluar=2022
SÁL136F;Sálmeinafræði barna og unglinga;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70012520226&kennsluar=2022
