Númer;Heiti;Einingar;Kennslumisseri;Námstig;
LÝÐ561L;Verkefni til doktorsprófs í lýðheilsuvísindum;180;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91025420230&kennsluar=2022
LÆK101F;Almenn tölfræði fyrir meistara- og doktorsnema;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02022020226&kennsluar=2022
HGF001G;Verkleg þjálfun á heilsugæslustöð;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71075120230&kennsluar=2022
LÝÐ007F;Málstofa doktorsnema í lýðheilsuvísindum;1;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02705020226&kennsluar=2022
GSL312G;Klínískt nám á myndgreiningardeildum 2;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71156520226&kennsluar=2022
LEI205G;Vísinda- og teymisvinna;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02081620230&kennsluar=2022
LÝÐ007F;Málstofa doktorsnema í lýðheilsuvísindum;1;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02705020230&kennsluar=2022
LÆK220G;Líffærafræði IA - Fósturfræði;3;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70589320230&kennsluar=2022
LÆK403F;Erfðalæknisfræði;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013320230&kennsluar=2022
LÆK516F;Verklegt klínískt nám;12;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71119920226&kennsluar=2022
LÆK501F;Fyrirbyggjandi læknisfræði;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70806520226&kennsluar=2022
GSL202G;Klínískt nám á myndgreiningardeildum 1;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061720230&kennsluar=2022
FAR301L;Verkefni til meistaraprófs í faraldsfræði;60;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91072720230&kennsluar=2022
LÆK515G;Lyfja- og eiturefnafræði;14;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013520226&kennsluar=2022
SJÚ106F;Aðferðir í sjúkraþjálfun IV: Stoð- og hjálpartæki;3;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70904820226&kennsluar=2022
TAL204F;Inngangur að heyrnarfræði;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70356720230&kennsluar=2022
LÆK508F;Krabbameinslæknisfræði - verkleg;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015320226&kennsluar=2022
LÆK301F;Fæðinga- og kvensjúkdómafræði;12;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015620226&kennsluar=2022
LEI403G;Klínísk lífeðlisfræði;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02082320230&kennsluar=2022
LÆK610F;CCSE-próf;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02017820230&kennsluar=2022
TAL213F;Óhefðbundnar tjáskiptaleiðir;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70441820230&kennsluar=2022
TAL101F;Taugalíffærafræði fyrir talmeinafræði;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70315220226&kennsluar=2022
LÆK224G;Líffærafræði IIB;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70481520230&kennsluar=2022
FAR001L;Verkefni til doktorsprófs í faraldsfræði;180;Sumar;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074120233&kennsluar=2022
GSL107F;Aðferðafræði vísindarannsókna í heilbrigðisvísindum;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70663520226&kennsluar=2022
GSL208G;Klínískt nám 1;5;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71155320230&kennsluar=2022
LÆK121G;Líffærafræði sj. IA - Almenn;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70589220226&kennsluar=2022
LÆK513F;Svæfinga- og gjörgæslulækningar;5;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71117820226&kennsluar=2022
TAL401F;Starfsnám 4;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70575520230&kennsluar=2022
FAR301L;Verkefni til meistaraprófs í faraldsfræði;60;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91072720226&kennsluar=2022
LÆK115G;Líffærafræði IB;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70269420226&kennsluar=2022
GSL601G;Ísótóparannsóknir;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02063320230&kennsluar=2022
LÆK221G;Líffærafræði IIA;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011520230&kennsluar=2022
LÆK409G;Lífeðlisfræði B;10;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02012520230&kennsluar=2022
SJÚ609G;Sjúkdóma- og sjúkraþjálfunarfræði taugakerfis;8;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70736820230&kennsluar=2022
SJÚ302F;Klínískt nám III;11;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70902920226&kennsluar=2022
LÆK565L;Verkefni til doktorsprófs;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91013220226&kennsluar=2022
LEI208F;Lokaritgerð í diplómanámi í lífeindafræði á meistarastigi;30;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084620226&kennsluar=2022
SJÚ105F;Klínískt nám I;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70902720226&kennsluar=2022
SJÚ106G;Vöxtur og þroski;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70734920226&kennsluar=2022
LÆK302F;Barnalæknisfræði;12;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015520226&kennsluar=2022
LÝÐ104F;Áhrifavaldar heilbrigðis, forvarnir og heilsuefling;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700620226&kennsluar=2022
LÆK120G;Líffærafræði IA - Almenn;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70589120226&kennsluar=2022
LÆK413G;Sýklafræði;7;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013020230&kennsluar=2022
SJÚ211F;Skrif á fræðslugrein;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71089420230&kennsluar=2022
GSL206F;Lokaritgerð í diplómanámi í geislafræði á meistarastigi;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02064220230&kennsluar=2022
GSL307G;Ómun;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70755620226&kennsluar=2022
LÆK566L;Verkefni til doktorsprófs;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91010420226&kennsluar=2022
GSL104G;Eðlisfræði;2;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70662020226&kennsluar=2022
LÆK408F;Klínísk aðferð: Samskiptafræði - Læknir/sjúklingur V;0;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71027720230&kennsluar=2022
LÝÐ101F;Lýðheilsa: Vísindi, stjórnmál, forvarnir;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700120226&kennsluar=2022
LEI209F;Val - námskeið í heilbrigðisvísindum á MS stigi;4;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02084720230&kennsluar=2022
LÆK515F;Valnámskeið;8;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71118220226&kennsluar=2022
LÆK203F;Lyflæknisfræði, klínísk;13;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02015120230&kennsluar=2022
GSL103G;Geislaeðlisfræði 1;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02061420226&kennsluar=2022
LÆK0AMF;Almenn aðferðafræði í rannsóknum fyrir meistara- og doktorsnema - Hluti 3;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70997720226&kennsluar=2022
LÆK619F;Valnámskeið;8;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71118320230&kennsluar=2022
LÆK517G;Rannsóknarverkefni;0;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02013920226&kennsluar=2022
TAL109F;Málhljóðaröskun barna;7;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71023920226&kennsluar=2022
SJÚ509G;Heilsusálfræði og geðsjúkraþjálfun;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70742420226&kennsluar=2022
LÝÐ401F;Málstofa meistaranema í lýðheilsuvísindum II;1;Heilsárs;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70758120230&kennsluar=2022
GSL608G;Tölfræðigrunnur;2;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71068020230&kennsluar=2022
GSL441L;Lokaverkefni til MS prófs;60;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91017220230&kennsluar=2022
LÆK0ALF;Almenn aðferðafræði í rannsóknum fyrir meistara- og doktorsnema - Hluti 2;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70997620226&kennsluar=2022
GSL602G;Krabbameinslækningar / geislameðferð;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02063720230&kennsluar=2022
LÆK124G;Líffærafræði fyrir næringarfræðinema;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70935920226&kennsluar=2022
LÝÐ004M;Líftölfræði;5;Vor;Grunnnám / Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71073320230&kennsluar=2022
SJÚ512G;BS verkefni A;2;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70879920226&kennsluar=2022
HGF303G;Lyfjafræði fyrir heilbrigðisgagnafræðinga;5;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71028220226&kennsluar=2022
SJÚ617G;Stjórnun og rekstur;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71112320230&kennsluar=2022
LÝÐ107F;Faraldsfræði - megindleg aðferðafræði;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02700220226&kennsluar=2022
TAL311F;Starfsnám 3;2;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70921120226&kennsluar=2022
LÝÐ441L;Verkefni til meistaraprófs í lýðheilsuvísindum;30;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91026220230&kennsluar=2022
LEI308G;Klínísk lífefnafræði - verklegt;8;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71142620226&kennsluar=2022
TAL307F;Málþroskaröskun barna II;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70315620226&kennsluar=2022
LÆK092F;Líffræði krabbameina;6;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70377020230&kennsluar=2022
TAL218F;Taltruflanir;2;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71169220230&kennsluar=2022
SJÚ608G;Aðferðir  í sjúkraþjálfun III - Rafmagnsfræði;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70736520230&kennsluar=2022
LÆK225G;Klínisk aðferð: Samskiptafræði - Sálarfræði I;1;Heilsárs;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02011020230&kennsluar=2022
SJÚ001F;Lesnámskeið í meistaranámi;6;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71108020226&kennsluar=2022
LÆK213G;Lífeðlisfræði II TN;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02010620230&kennsluar=2022
LEI602G;Sýklafræði - smitsjúkdómafræði;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=02083120230&kennsluar=2022
SJÚ203F;Klínískt nám II;12;Vor;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70902820230&kennsluar=2022
LÆK125G;Líffærafræði fyrir heilbrigðisgagnafræðinga;6;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71007020226&kennsluar=2022
LÆK408G;Sameindalífvísindi B;6;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70374620230&kennsluar=2022
FAR001L;Verkefni til doktorsprófs í faraldsfræði;180;Haust;Framhaldsnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=91074120226&kennsluar=2022
HGF302G;Enska fyrir heilbrigðisgagnafræðinga - 2. hluti;4;Haust;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=71028120226&kennsluar=2022
LÆK218G;Líffærafræði sj IIB;4;Vor;Grunnnám;https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=70589020230&kennsluar=2022
